id,change_date,store_code,old_plan_name,old_plan_speed,old_plan_quota,old_plan_price,new_plan_name,new_plan_speed,new_plan_quota,new_plan_price,number_of_movements
27390,12/17/2019,TEOAT13012,Super ,30,140,120,Super ,30,250,210,1
27391,12/17/2019,TEOGI04014,Super ,30,140,120,Super ,30,250,210,1
27392,12/17/2019,TRFR00013,Super ,30,140,120,Super ,30,250,210,3
27393,12/17/2019,TRFR00016,Super ,30,250,210,Super ,30,140,120,1
27394,12/17/2019,TDOCA03032,Super ,30,250,210,Mega ,70,250,310,1
27395,12/17/2019,TEOMO08021,Super ,30,250,210,Super ,30,140,120,1
27396,12/17/2019,TREX00013,Super ,30,140,120,Super ,30,250,210,1
27397,12/17/2019,TEOBE09026,Super ,30,140,120,Super ,30,250,210,1
27398,12/15/2019,TEOCA01014,Super ,30,250,210,Super ,30,250,210,1
27399,12/15/2019,101-TEGCCABCCXTA,Super ,30,140,120,Super ,30,250,210,1
27400,12/15/2019,TEOAT13014,Super ,30,140,120,Super ,30,250,210,1
27401,12/15/2019,101-TEGCCABCCNCC,Ultra ,100,600,700,Super ,30,600,500,3
27402,12/16/2019,101-001,Super ,30,600,500,Ultra ,100,600,700,1
27403,12/16/2019,101-001,Super ,30,250,210,Super ,30,600,500,1
27404,12/16/2019,TRDSL00722,Super ,30,140,120,Super ,30,250,210,1
27405,12/16/2019,TEOCA010112,Super ,30,250,210,Super ,30,140,120,2
27406,12/16/2019,TEOGI04017,Super ,30,250,210,Super ,30,140,120,2
27407,12/16/2019,TEOCA03026,Super ,30,250,210,Super ,30,140,120,1
27408,12/17/2019,TEOGI04011,Super ,30,140,120,Super ,30,250,210,3
27409,12/17/2019,FCFCA0201001,Super ,30,250,210,Super ,30,600,500,1
27410,12/17/2019,101-001,Ultra ,100,600,700,Super ,30,600,500,1
27411,12/21/2019,101-TEGCCABCCNCC,Super ,30,600,500,Ultra ,100,600,700,1
27412,12/21/2019,TEOIS10013,Super ,30,140,120,Super ,30,250,210,2
27413,12/21/2019,TRSEX00005,Super ,30,140,120,Super ,30,250,210,1
27414,12/21/2019,TDOCA04011,Super ,30,140,120,Super ,30,250,210,10
27415,12/21/2019,101-TEGCCABCCNCC,Super ,30,140,120,Super ,30,250,210,11
27416,12/19/2019,TEOGI04028,Super ,30,140,120,Super ,30,250,210,1
27417,12/19/2019,,Super ,30,140,120,Super ,30,250,210,1
27418,12/19/2019,TEOAS14032,Super ,30,250,210,Super ,30,600,500,1
27419,12/19/2019,TREX00073,Super ,30,140,120,Super ,30,250,210,1
27420,12/19/2019,DEFPS1002001,Super ,30,250,210,Super ,30,600,500,1
27421,12/19/2019,TEOBS12017,Super ,30,250,210,Super ,30,140,120,1
27422,12/19/2019,Btech007,Super ,30,140,120,Super ,30,250,210,1
27423,12/19/2019,TEOQU08032,Super ,30,140,120,Super ,30,250,210,1
27424,12/19/2019,TEECA01021,Mega ,70,140,220,Super ,30,140,120,1
27425,12/19/2019,TEECA02021,Super ,30,250,210,Super ,30,140,120,1
27426,12/22/2019,101-TEGCCABCCNCC,Super ,30,250,210,Super ,30,140,120,5
27427,12/22/2019,TEOCA02022,Super ,30,140,120,Super ,30,250,210,1
27428,12/22/2019,TEOGH080110,Super ,30,250,210,Super ,30,600,500,1
27429,12/22/2019,TEOCA02021,Super ,30,140,120,Super ,30,250,210,2
27430,12/18/2019,TEOMO08027,Super ,30,140,120,Super ,30,140,120,1
27431,12/18/2019,TREX00146,Super ,30,140,120,Super ,30,250,210,1
27432,12/18/2019,TEOGH08018,Super ,30,140,120,Super ,30,250,210,1
27433,12/18/2019,TDOCA03032,Super ,30,140,120,Super ,30,250,210,2
27434,12/18/2019,WSFAL0503002,Super ,30,140,120,Super ,30,250,210,1
27435,12/18/2019,TEOSU11011,Super ,30,140,120,Super ,30,250,210,1
27436,12/18/2019,TDOCA04011,Super ,30,140,120,Mega ,70,140,220,1
27437,12/18/2019,TEOBE09022,Super ,30,140,120,Super ,30,250,210,1
27438,12/20/2019,TEOCA03028,Super ,30,140,120,Super ,30,250,210,1
27439,12/20/2019,TEOFA12023,Super ,30,140,120,Super ,30,250,210,1
27440,12/20/2019,TREX00165,Super ,30,140,120,Super ,30,250,210,1
27441,12/20/2019,TRDSL00747,Super ,30,250,210,Super ,30,140,120,1
27442,12/20/2019,FLFSH0704001,Super ,30,250,210,Super ,30,140,120,1
27443,12/20/2019,IHFCA0202001,Super ,30,140,120,Super ,30,250,210,1
27444,12/20/2019,TRMF00070,Super ,30,140,120,Super ,30,250,210,1
27445,12/20/2019,TEOCA01033,Super ,30,250,210,Super ,30,140,120,1
27446,12/20/2019,TRMF00057,Super ,30,250,210,Super ,30,140,120,1
27447,12/14/2019,TEOAT13011,Super ,30,250,210,Super ,30,140,120,1
27448,12/14/2019,TDORS11033,Super ,30,250,210,Mega ,70,140,220,1
27449,12/14/2019,TEECA01011,Super ,30,250,210,Super ,30,140,120,2
27450,12/14/2019,TEOGI04023,Super ,30,250,210,Super ,30,600,500,1
27451,12/14/2019,TEOGI040112,Super ,30,140,120,Super ,30,140,120,2
27452,12/14/2019,101-001,Super ,30,600,500,Super ,30,250,210,1
27453,12/14/2019,TDOGH08011,Super ,30,140,120,Super ,30,600,500,1
27454,12/14/2019,101-TEGCCABCCVVS,Mega ,70,250,310,Super ,30,250,210,2
27455,12/14/2019,FTFKS0903002,Super ,30,140,120,Super ,30,250,210,2
27456,12/14/2019,TEOCA01031,Super ,30,250,210,Super ,30,600,500,1
27457,12/14/2019,TDOAL07021,Super ,30,250,210,Super ,30,600,500,1
27458,12/14/2019,TEOME12038,Super ,30,250,210,Super ,30,140,120,1
27459,12/22/2019,TEOGH08016,Super ,30,140,120,Super ,30,250,210,1
27460,12/22/2019,DNFGH0801004,Super ,30,140,120,Super ,30,250,210,6
27461,12/22/2019,101-TEGCCABCCNCC,Mega ,70,250,310,Super ,30,250,210,5
27462,12/22/2019,WSFBE0902006,Super ,30,140,120,Super ,30,250,210,1
27463,12/22/2019,TDOGI05011,Super ,30,140,120,Super ,30,250,210,6
27464,12/22/2019,TDOCA01011,Mega ,70,250,310,Super ,30,600,500,1
27465,12/18/2019,TEOSH07038,Super ,30,140,120,Super ,30,250,210,1
27466,12/18/2019,ASFCA0203003,Super ,30,250,210,Super ,30,140,120,1
27467,12/18/2019,WSFBE0901002,Super ,30,140,120,Super ,30,250,210,1
27468,12/18/2019,TEOCA01017,Super ,30,250,210,Super ,30,140,120,1
27469,12/18/2019,TEOGI04043,Super ,30,140,120,Super ,30,250,210,3
27470,12/18/2019,101-TEGCCABCCGCS,Super ,30,140,120,Super ,30,250,210,3
27471,12/20/2019,101-TEGCCABCRCRM,Super ,30,140,120,Super ,30,100,110,29
27472,12/20/2019,TEOAS14031,Super ,30,140,120,Super ,30,250,210,2
27473,12/20/2019,TDOCA04011,Super ,30,140,120,Super ,30,140,120,1
27474,12/20/2019,ASFQU0301001,Super ,30,140,120,Super ,30,250,210,1
27475,12/20/2019,TEOPS10021,Super ,30,140,120,Super ,30,250,210,1
27476,12/20/2019,TRSEX00016,Super ,30,140,120,Super ,30,250,210,1
27477,12/20/2019,TEOFA12022,Super ,30,250,210,Super ,30,140,120,1
27478,12/20/2019,101-TEGCCABCCVVS,Super ,30,600,500,Super ,30,250,210,1
27479,12/19/2019,TEOCA01017,Super ,30,600,500,Ultra ,100,600,700,1
27480,12/19/2019,TEOAT13015,Super ,30,250,210,Super ,30,600,500,1
27481,12/19/2019,TEOSS11023,Super ,30,250,210,Super ,30,140,120,2
27482,12/19/2019,FTFKS0903002,Super ,30,140,120,Super ,30,250,210,2
27483,12/19/2019,ASFAL0503001,Ultra ,100,600,700,Super ,30,600,500,1
27484,12/19/2019,TRFR00011,Super ,30,140,120,Super ,30,250,210,1
27485,12/19/2019,TEOMA06031,Super ,30,250,210,Super ,30,140,120,1
27486,12/19/2019,TEOCA02032,Super ,30,140,120,Super ,30,250,210,1
27487,12/19/2019,TEEAL07031,Super ,30,250,210,Super ,30,600,500,1
27488,12/19/2019,TEOCA01022,Super ,30,140,120,Super ,30,250,210,3
27489,12/19/2019,TEOQU08034,Super ,30,140,120,Super ,30,250,210,1
27490,12/19/2019,TRFR00003,Super ,30,140,120,Super ,30,250,210,1
27491,12/19/2019,TEOCA01011,Super ,30,250,210,Super ,30,140,120,1
27492,12/19/2019,TEOBE09015,Super ,30,250,210,Super ,30,140,120,1
27493,12/22/2019,101-001,Ultra ,100,250,410,Ultra ,100,600,700,1
27494,12/22/2019,TDOAL07021,Super ,30,140,120,Super ,30,250,210,3
27495,12/22/2019,101-TEGCCABCCNCC,Super ,30,140,120,Super ,30,250,210,2
27496,12/22/2019,TEOSH07045,Super ,30,140,120,Super ,30,250,210,1
27497,12/22/2019,Btech006,Super ,30,140,120,Super ,30,140,120,1
27498,12/22/2019,101-TEGCCABCCVVS,Mega ,70,140,220,Super ,30,140,120,1
27499,12/22/2019,TEOAL05036,Super ,30,140,120,Super ,30,250,210,2
27500,12/18/2019,ASFQU0301001,Super ,30,140,120,Super ,30,250,210,2
27501,12/18/2019,TDOBE09011,Super ,30,250,210,Super ,30,600,500,2
27502,12/18/2019,TEOAL05012,Super ,30,140,120,Super ,30,250,210,1
27503,12/18/2019,TDOAL07022,Super ,30,140,120,Super ,30,250,210,6
27504,12/18/2019,TEECA02022,Super ,30,250,210,Super ,30,600,500,1
27505,12/18/2019,TDOCA02031,Super ,30,250,210,Super ,30,140,120,1
27506,12/18/2019,TEOKS09039,Super ,30,250,210,Super ,30,140,120,1
27507,12/18/2019,TEOCA010112,Super ,30,140,120,Super ,30,250,210,1
27508,12/18/2019,TEOCA01024,Super ,30,250,210,Super ,30,600,500,1
27509,12/18/2019,FIFGI0403001,Super ,30,140,120,Super ,30,250,210,1
27510,12/20/2019,101-TEGCCABCCVVS,Super ,30,140,120,Super ,30,250,210,5
27511,12/20/2019,TEOGI040210,Super ,30,140,120,Super ,30,250,210,1
27512,12/20/2019,TEODO070525,Super ,30,140,120,Super ,30,250,210,4
27513,12/20/2019,TDOAL07022,Super ,30,250,210,Super ,30,140,120,1
27514,12/20/2019,Btech002,Super ,30,140,120,Super ,30,250,210,2
27515,12/20/2019,TEOAL05029,Super ,30,250,210,Super ,30,250,210,1
27516,12/20/2019,TEOCA01011,Super ,30,140,120,Super ,30,250,210,1
27517,12/19/2019,TREX00078,Super ,30,140,120,Super ,30,250,210,1
27518,12/19/2019,TDHGI04011,Mega ,70,140,220,Super ,30,140,120,1
27519,12/19/2019,TEOGI040411,Super ,30,140,120,Super ,30,250,210,1
27520,12/19/2019,TEOAL06011,Super ,30,140,120,Super ,30,250,210,1
27521,12/19/2019,101-TEGCCABCCNCC,Super ,30,250,210,Super ,30,600,500,20
27522,12/19/2019,101-001,Super ,30,140,120,Super ,30,250,210,3
27523,12/19/2019,TEOCA010112,Super ,30,250,210,Super ,30,140,120,1
27524,12/22/2019,TEOPS10021,Super ,30,140,120,Super ,30,250,210,1
27525,12/22/2019,101-TEGCCABCCNCC,Super ,30,250,210,Ultra ,100,250,410,1
27526,12/23/2019,Btech006,Super ,30,140,120,Mega ,70,250,310,1
27527,12/23/2019,TEOGI04043,Mega ,70,250,310,Super ,30,250,210,1
27528,12/23/2019,TEOGI040410,Super ,30,140,120,Super ,30,250,210,5
27529,12/23/2019,TDOBE09011,Super ,30,140,120,Super ,30,250,210,1
27530,12/23/2019,TEOIS10019,Super ,30,140,120,Super ,30,250,210,1
27531,12/18/2019,TEOGI04043,Super ,30,250,210,Super ,30,250,210,1
27532,12/18/2019,TREX00144,Super ,30,250,210,Super ,30,140,120,1
27533,12/18/2019,TRMF00002,Super ,30,140,120,Super ,30,250,210,1
27534,12/20/2019,ANFAL0502001,Super ,30,140,120,Super ,30,250,210,1
27535,12/20/2019,101-001,Super ,30,250,210,Mega ,70,250,310,5
27536,12/20/2019,TEOCA01013,Super ,30,140,120,Super ,30,250,210,1
27537,12/20/2019,101-001,Mega ,70,140,220,Super ,30,600,500,1
27538,12/20/2019,TRMF00040,Super ,30,140,120,Super ,30,250,210,1
27539,12/20/2019,IHFGH0801002,Super ,30,140,120,Super ,30,250,210,1
27540,12/20/2019,101-001,Ultra ,100,600,700,Super ,30,600,500,1
27541,12/20/2019,TREX00085,Super ,30,140,120,Super ,30,250,210,1
27542,12/20/2019,TEOGI04041,Super ,30,140,120,Super ,30,250,210,1
27543,12/19/2019,101-TEGTKMBCS,Super ,30,250,210,Super ,30,600,500,1
27544,12/19/2019,TREX00084,Super ,30,250,210,Super ,30,600,500,1
27545,12/23/2019,TEOAS14035,Super ,30,140,120,Super ,30,250,210,2
27546,12/23/2019,TEOCA03031,Super ,30,140,120,Super ,30,250,210,1
27547,12/23/2019,TEOAS14034,Super ,30,140,120,Super ,30,250,210,2
27548,12/23/2019,TEEAL07011,Mega ,70,250,310,Super ,30,140,120,1
27549,12/18/2019,TEOBE09021,Super ,30,250,210,Super ,30,600,500,1
27550,12/18/2019,TEOPS10024,Super ,30,140,120,Super ,30,250,210,1
27551,12/18/2019,TEOBS12016,Super ,30,140,120,Super ,30,250,210,1
27552,12/18/2019,TDOCA03022,Ultra ,100,140,320,Ultra ,100,250,410,1
27553,12/18/2019,TDOCA02031,Super ,30,250,210,Super ,30,600,500,1
27554,12/20/2019,TEOCA01015,Super ,30,250,210,Super ,30,600,500,1
27555,12/20/2019,101-TEGCCABCCNCC,Super ,30,600,500,Super ,30,140,120,1
27556,12/20/2019,TDOCA04011,Super ,30,140,120,Super ,30,250,210,7
27557,12/20/2019,TEOCA01014,Super ,30,250,210,Super ,30,140,120,1
27558,12/19/2019,101-001,Mega ,70,140,220,Mega ,70,250,310,1
27559,12/19/2019,TEEAL07023,Super ,30,140,120,Super ,30,600,500,1
27560,12/19/2019,ASFCA0302001,Super ,30,250,210,Super ,30,600,500,1
27561,12/19/2019,101-TEGCCADSD,Ultra ,100,600,700,Super ,30,600,500,1
27562,12/19/2019,TEOCA01011,Super ,30,140,120,Ultra ,100,250,410,1
27563,12/19/2019,TEOCA01027,Super ,30,250,210,Super ,30,140,120,1
27564,12/19/2019,DNFGH0801001,Super ,30,140,120,Super ,30,250,210,2
27565,12/19/2019,ASFGI0401004,Super ,30,250,210,Super ,30,140,120,1
27566,12/19/2019,TEPGI04011,Super ,30,140,120,Mega ,70,140,220,1
27567,12/23/2019,TEOPS10023,Super ,30,140,120,Super ,30,140,120,1
27568,12/23/2019,ARFDK0701003,Super ,30,140,120,Super ,30,250,210,1
27569,12/23/2019,TEOCA02014,Super ,30,250,210,Super ,30,600,500,1
27570,12/23/2019,TEOCA02022,Super ,30,140,120,Super ,30,250,210,1
27571,12/23/2019,TDPCA02021,Super ,30,140,120,Super ,30,250,210,1
27572,12/23/2019,101-TEGCCABCCNCC,Mega ,70,250,310,Super ,30,250,210,1
27573,12/23/2019,TEOCA01011,Super ,30,140,120,Super ,30,250,210,3
27574,12/23/2019,Btech003,Super ,30,250,210,Super ,30,140,120,1
27575,12/18/2019,WSFKS0903001,Super ,30,140,120,Super ,30,250,210,1
27576,12/18/2019,TREX00135,Super ,30,140,120,Super ,30,250,210,1
27577,12/18/2019,TEOGI04041,Super ,30,140,120,Super ,30,250,210,9
27578,12/18/2019,TEOCA02033,Super ,30,140,120,Super ,30,250,210,2
27579,12/18/2019,TDOCA01021,Super ,30,250,210,Super ,30,600,500,1
27580,12/18/2019,101-TEGCCABCCNCC,Super ,30,250,210,Super ,30,140,120,5
27581,12/18/2019,DEFCA0201001,Super ,30,250,210,Super ,30,600,500,1
27582,12/23/2019,TEOAL05029,Super ,30,140,120,Super ,30,250,210,1
27583,12/23/2019,101-TEGCCABCCXTA,Super ,30,100,110,Super ,30,140,120,1
27584,12/23/2019,101-TEGCCABCCNCC,Super ,30,140,120,Super ,30,250,210,1
27585,12/23/2019,TRMF00013,Super ,30,140,120,Super ,30,250,210,1
27586,12/23/2019,TEPIS10011,Super ,30,250,210,Super ,30,140,120,1
27587,12/23/2019,101-TEGCCADSD,Super ,30,140,120,Super ,30,600,500,1
27588,12/23/2019,ARFGH0801001,Super ,30,140,120,Super ,30,250,210,1
27589,12/19/2019,TDORS11033,Super ,30,250,210,Super ,30,600,500,1
27590,12/19/2019,TEOCA03033,Super ,30,140,120,Super ,30,250,210,1
27591,12/19/2019,TRFR00007,Super ,30,250,210,Super ,30,140,120,1
27592,12/19/2019,TEOSH070310,Super ,30,140,120,Super ,30,250,210,1
27593,12/19/2019,TEOCA030311,Super ,30,250,210,Super ,30,600,500,1
27594,12/19/2019,TEOPS10023,Super ,30,140,120,Super ,30,250,210,1
27595,12/19/2019,TREX00006,Super ,30,140,120,Super ,30,250,210,1
27596,12/23/2019,101-TEGCCABCCNCC,Super ,30,100,110,Super ,30,140,120,3
27597,12/23/2019,TEOCA01013,Super ,30,140,120,Super ,30,250,210,5
27598,12/23/2019,TEOFA12026,Super ,30,140,120,Super ,30,250,210,1
27599,12/23/2019,101-TEGCCABCCNCC,Super ,30,140,120,Mega ,70,250,310,2
27600,12/23/2019,TEOIS10013,Super ,30,140,120,Super ,30,250,210,1
27601,12/23/2019,TEOPS10021,Super ,30,250,210,Super ,30,140,120,2
27602,12/23/2019,TEEGI06012,Mega ,70,140,220,Mega ,70,250,310,1
27603,12/23/2019,TEOCA03027,Super ,30,140,120,Super ,30,140,120,1
27604,12/18/2019,TEOSU11012,Super ,30,140,120,Super ,30,250,210,2
27605,12/18/2019,TDODK07012,Super ,30,140,120,Super ,30,250,210,1
27606,12/18/2019,101-001,Ultra ,100,600,700,Ultra ,100,250,410,2
27607,12/18/2019,101-001,Mega ,70,250,310,Super ,30,250,210,4
27608,12/18/2019,TEOFA12027,Super ,30,140,120,Super ,30,250,210,1
27609,12/18/2019,TDOGI05011,Super ,30,250,210,Super ,30,140,120,2
27610,12/18/2019,TDOAL08011,Super ,30,140,120,Super ,30,250,210,3
27611,12/22/2019,TEOBE09021,Super ,30,140,120,Super ,30,250,210,4
27612,12/22/2019,101-001,Super ,30,250,210,Super ,30,250,210,7
27613,12/22/2019,TDOGI04044,Super ,30,250,210,Super ,30,140,120,1
27614,12/22/2019,101-TEGCCABCCVVS,Mega ,70,250,310,Ultra ,100,600,700,1
27615,12/22/2019,TREX00009,Super ,30,140,120,Super ,30,250,210,2
27616,12/22/2019,TEOCA03027,Super ,30,140,120,Super ,30,140,120,1
27617,12/22/2019,TEOSS11021,Super ,30,140,120,Mega ,70,140,220,1
27618,12/19/2019,TEOLU14028,Super ,30,140,120,Super ,30,250,210,1
27619,12/19/2019,TEOMO08029,Super ,30,140,120,Super ,30,250,210,3
27620,12/19/2019,TREX00004,Super ,30,250,210,Super ,30,140,120,1
27621,12/19/2019,TDOCA01011,Super ,30,250,210,Super ,30,250,210,1
27622,12/19/2019,TREX00035,Super ,30,140,120,Super ,30,250,210,1
27623,12/23/2019,ANFAL0502001,Super ,30,140,120,Super ,30,250,210,1
27624,12/23/2019,TDOCA01013,Super ,30,250,210,Super ,30,600,500,2
27625,12/23/2019,TEOFA12024,Super ,30,140,120,Super ,30,250,210,2
27626,12/23/2019,TKA00001.54,Super ,30,140,120,Super ,30,250,210,1
27627,12/23/2019,FTFKS0903004,Super ,30,140,120,Super ,30,250,210,1
27628,12/23/2019,TEOQE14011,Super ,30,140,120,Super ,30,250,210,6
27629,12/23/2019,TEOAL05017,Super ,30,140,120,Super ,30,250,210,1
27630,12/23/2019,TDOAL07031,Super ,30,140,120,Super ,30,250,210,6
27631,12/18/2019,TRDSL00266,Super ,30,250,210,Super ,30,140,120,1
27632,12/18/2019,TREX00039,Super ,30,140,120,Super ,30,250,210,2
27633,12/18/2019,TEOMO08021,Super ,30,250,210,Super ,30,140,120,1
27634,12/18/2019,TREX00155,Super ,30,140,120,Super ,30,250,210,1
27635,12/18/2019,TEOQE14017,Super ,30,250,210,Super ,30,140,120,1
27636,12/22/2019,TRMF00066,Super ,30,250,210,Super ,30,140,120,1
27637,12/22/2019,TRMF00025,Super ,30,250,210,Super ,30,600,500,1
27638,12/22/2019,TEOCA01011,Super ,30,600,500,Super ,30,250,210,1
27639,12/22/2019,TREX00104,Super ,30,140,120,Super ,30,250,210,1
27640,12/22/2019,TEEAL07031,Super ,30,250,210,Super ,30,140,120,2
27641,12/22/2019,TDOCA01011,Ultra ,100,250,410,Ultra ,100,600,700,1
27642,12/22/2019,TDODK07011,Super ,30,140,120,Super ,30,250,210,8
27643,12/19/2019,TEOWG13031,Super ,30,140,120,Super ,30,250,210,1
27644,12/19/2019,TEODO07057,Super ,30,250,210,Super ,30,140,120,1
27645,12/19/2019,TEOCA01031,Super ,30,250,210,Super ,30,600,500,1
27646,12/19/2019,TEOLU14024,Super ,30,140,120,Super ,30,250,210,1
27647,12/19/2019,TDOGI04044,Super ,30,250,210,Super ,30,600,500,1
27648,12/19/2019,TREX00014,Super ,30,250,210,Super ,30,600,500,1
27649,12/23/2019,TEOSO130210,Super ,30,250,210,Super ,30,140,120,1
27650,12/23/2019,FCFCA0201001,Super ,30,140,120,Super ,30,250,210,1
27651,12/23/2019,TEOPS10024,Super ,30,250,210,Super ,30,140,120,1
27652,12/23/2019,ARF0201001,Super ,30,140,120,Super ,30,250,210,2
27653,12/23/2019,101-001,Super ,30,140,120,Mega ,70,140,220,3
27654,12/23/2019,TDOGI04043,Super ,30,250,210,Mega ,70,250,310,1
27655,12/18/2019,TDOCA01011,Mega ,70,250,310,Mega ,70,140,220,5
27656,12/18/2019,TEEGI05011,Super ,30,140,120,Super ,30,250,210,12
27657,12/18/2019,TEOME12034,Super ,30,140,120,Super ,30,250,210,1
27658,12/18/2019,DNFGH0801005,Super ,30,140,120,Super ,30,250,210,1
27659,12/18/2019,TRMF00065,Super ,30,250,210,Super ,30,140,120,1
27660,12/18/2019,TEOSS11021,Super ,30,250,210,Super ,30,140,120,1
27661,12/18/2019,TEOGI040410,Super ,30,250,210,Super ,30,600,500,2
27662,12/18/2019,TEOQE14012,Super ,30,140,120,Super ,30,250,210,2
27663,12/22/2019,TEOCA03023,Super ,30,140,120,Super ,30,250,210,3
27664,12/22/2019,TEODK07011,Super ,30,140,120,Super ,30,250,210,6
27665,12/22/2019,101-TEGCCABCCVVS,Mega ,70,140,220,Super ,30,250,210,1
27666,12/22/2019,Btech001,Super ,30,250,210,Super ,30,600,500,2
27667,12/22/2019,TEOBS12017,Super ,30,600,500,Super ,30,250,210,1
27668,12/22/2019,TEOGH08017,Super ,30,250,210,Super ,30,140,120,1
27669,12/22/2019,TREX00142,Super ,30,140,120,Super ,30,250,210,1
27670,12/22/2019,TEOIS10014,Super ,30,140,120,Super ,30,250,210,1
27671,12/19/2019,TDOGI04044,Super ,30,250,210,Mega ,70,250,310,1
27672,12/19/2019,TEEGI05011,Super ,30,250,210,Super ,30,600,500,1
27673,12/19/2019,TEOSO130210,Super ,30,140,120,Super ,30,250,210,2
27674,12/19/2019,Btech005,Super ,30,140,120,Super ,30,250,210,4
27675,12/19/2019,Btech006,Super ,30,140,120,Super ,30,250,210,1
27676,12/23/2019,TEOGI04017,Super ,30,250,210,Super ,30,140,120,1
27677,12/23/2019,TEOGI04018,Super ,30,250,210,Super ,30,600,500,1
27678,12/23/2019,TKA00001.39,Super ,30,140,120,Super ,30,250,210,1
27679,12/23/2019,TEOGH08019,Super ,30,140,120,Super ,30,250,210,1
27680,12/23/2019,TEOIS10014,Super ,30,140,120,Super ,30,250,210,1
27681,12/23/2019,101-001,Super ,30,250,210,Super ,30,140,120,2
27682,12/23/2019,TRFR00014,Super ,30,140,120,Super ,30,250,210,2
27683,12/18/2019,TDOLU14021,Super ,30,250,210,Super ,30,600,500,1
27684,12/18/2019,101-TEGCCABCCVVS,Ultra ,100,250,410,Ultra ,100,600,700,1
27685,12/18/2019,TEOSO13024,Super ,30,140,120,Super ,30,250,210,2
27686,12/18/2019,TDOCA01011,Super ,30,250,210,Super ,30,140,120,1
27687,12/18/2019,TEOAS14035,Super ,30,140,120,Super ,30,250,210,1
27688,12/22/2019,TEECA02021,Super ,30,250,210,Super ,30,140,120,2
27689,12/22/2019,TEOCA030216,Super ,30,140,120,Super ,30,140,120,1
27690,12/22/2019,FIFGI0403001,Super ,30,140,120,Super ,30,250,210,2
27691,12/22/2019,TEOCA01023,Super ,30,250,210,Super ,30,140,120,1
27692,12/22/2019,TEODK07015,Super ,30,140,120,Super ,30,250,210,5
27693,12/19/2019,DNFGH0801001,Super ,30,250,210,Super ,30,600,500,1
27694,12/19/2019,TREX00088,Super ,30,140,120,Super ,30,250,210,1
27695,12/19/2019,KHFDK0701001,Super ,30,250,210,Super ,30,140,120,1
27696,12/22/2019,101-TEGCCABCCNCC,Super ,30,600,500,Super ,30,140,120,1
27697,12/22/2019,TDPCA02023,Super ,30,250,210,Super ,30,600,500,1
27698,12/22/2019,ASFQU0803001,Super ,30,140,120,Super ,30,250,210,4
27699,12/22/2019,TEOBS12018,Super ,30,140,120,Super ,30,250,210,1
27700,12/22/2019,TEODO07056,Super ,30,140,120,Super ,30,250,210,3
27701,12/23/2019,TEOGI04041,Super ,30,140,120,Super ,30,250,210,7
27702,12/23/2019,101-001,Super ,30,250,210,Ultra ,100,600,700,1
27703,12/23/2019,TEOAT13016,Super ,30,140,120,Super ,30,250,210,2
27704,12/23/2019,TKA00001.06,Super ,30,140,120,Super ,30,250,210,1
27705,12/23/2019,TEOGH08017,Super ,30,250,210,Super ,30,250,210,2
27706,12/23/2019,TEOQU08038,Super ,30,140,120,Super ,30,250,210,1
27707,12/23/2019,TREX00026,Super ,30,140,120,Super ,30,250,210,1
27708,12/18/2019,TEODO070525,Super ,30,140,120,Super ,30,250,210,8
27709,12/18/2019,TEOBE09014,Super ,30,140,120,Super ,30,250,210,1
27710,12/18/2019,ASFCA0203002,Super ,30,140,120,Super ,30,250,210,1
27711,12/18/2019,IHFCA0202002,Super ,30,140,120,Super ,30,250,210,1
27712,12/18/2019,TDOCA01011,Super ,30,140,120,Super ,30,250,210,1
27713,12/18/2019,TEOSO13021,Super ,30,250,210,Super ,30,140,120,1
27714,12/18/2019,TEOQE14016,Super ,30,250,210,Super ,30,250,210,1
27715,12/18/2019,TEODO07053,Super ,30,140,120,Super ,30,600,500,1
27716,12/18/2019,TEOAL05017,Super ,30,140,120,Super ,30,250,210,1
27717,12/22/2019,WSFBE0901008,Super ,30,140,120,Super ,30,250,210,1
27718,12/22/2019,TRDSL00065,Super ,30,250,210,Super ,30,140,120,1
27719,12/22/2019,TEOCA03029,Super ,30,250,210,Super ,30,140,120,1
27720,12/22/2019,TEOSO13023,Super ,30,140,120,Super ,30,250,210,1
27721,12/22/2019,TEOPS10021,Super ,30,250,210,Super ,30,140,120,1
27722,12/22/2019,TEONS10033,Super ,30,140,120,Super ,30,600,500,1
27723,12/22/2019,TEOCA03026,Super ,30,140,120,Super ,30,250,210,2
27724,12/22/2019,TEOGI040111,Super ,30,140,120,Super ,30,250,210,1
27725,12/22/2019,TEOCA02014,Super ,30,140,120,Mega ,70,140,220,1
27726,12/22/2019,TEOBE09015,Super ,30,250,210,Super ,30,140,120,1
27727,12/22/2019,WHFCA0302001,Super ,30,250,210,Super ,30,140,120,1
27728,12/22/2019,TDPAL05022,Super ,30,140,120,Super ,30,250,210,1
27729,12/22/2019,101-TEGTKMBCS,Super ,30,250,210,Super ,30,250,210,1
27730,12/22/2019,DNFGH0801005,Super ,30,140,120,Super ,30,250,210,1
27731,12/23/2019,TEOSH07033,Super ,30,250,210,Super ,30,140,120,1
27732,12/23/2019,TEODO070525,Super ,30,140,120,Super ,30,250,210,6
27733,12/23/2019,TEOCA03027,Super ,30,140,120,Super ,30,250,210,5
27734,12/23/2019,TEOAL06012,Super ,30,140,120,Super ,30,250,210,1
