id,change_date,store_code,old_plan_name,old_plan_speed,old_plan_quota,old_plan_price,new_plan_name,new_plan_speed,new_plan_quota,new_plan_price,number_of_movements
20184,12/17/2019,101-001,Ultra ,100,140,320,Mega ,70,250,310,1
20185,12/17/2019,101-TEGCCABCCNCC,Super ,30,140,120,Ultra ,100,600,700,1
20186,12/15/2019,TEOBS12018,Super ,30,250,210,Super ,30,140,120,1
20187,12/15/2019,TEOBE09012,Super ,30,250,210,Super ,30,140,120,1
20188,12/15/2019,TDOCA01021,Super ,30,250,210,Super ,30,140,120,1
20189,12/15/2019,TRMF00038,Super ,30,250,210,Super ,30,140,120,1
20190,12/15/2019,101-TEGCCABCCNCC,Super ,30,140,120,Mega ,70,250,310,3
20191,12/16/2019,TDOAL07031,Super ,30,140,120,Super ,30,600,500,1
20192,12/16/2019,TEOSH07045,Super ,30,140,120,Super ,30,250,210,1
20193,12/16/2019,TEOCA03023,Super ,30,250,210,Super ,30,600,500,1
20194,12/16/2019,101-TEGTKMBCS,Super ,30,140,120,Super ,30,250,210,1
20195,12/16/2019,TEOBE09015,Super ,30,140,120,Super ,30,250,210,2
20196,12/16/2019,TEOGI04017,Super ,30,140,120,Mega ,70,250,310,1
20197,12/16/2019,TDOGI05011,Super ,30,140,120,Super ,30,250,210,6
20198,12/16/2019,101-001,Super ,30,140,120,Super ,30,600,500,1
20199,12/17/2019,TEOAS14031,Super ,30,250,210,Super ,30,140,120,4
20200,12/17/2019,101-TEGCCABCCVVS,Mega ,70,140,220,Super ,30,250,210,2
20201,12/17/2019,101-TEGCCABCCVVS,Super ,30,140,120,Super ,30,250,210,2
20202,12/17/2019,ASFCA0303001,Super ,30,250,210,Super ,30,140,120,1
20203,12/21/2019,,Super ,30,600,500,Super ,30,140,120,1
20204,12/21/2019,TDOCA01011,Super ,30,140,120,Mega ,70,140,220,1
20205,12/21/2019,,Super ,30,250,210,Super ,30,140,120,1
20206,12/21/2019,TEOQE14015,Super ,30,140,120,Super ,30,250,210,1
20207,12/21/2019,TEOSU11013,Super ,30,140,120,Super ,30,250,210,2
20208,12/21/2019,TEOFA12027,Super ,30,140,120,Super ,30,250,210,1
20209,12/21/2019,101-TEGCCADSD,Super ,30,140,120,Super ,30,250,210,17
20210,12/21/2019,TEOGH08016,Super ,30,140,120,Super ,30,250,210,1
20211,12/21/2019,CPFMO0803003,Super ,30,140,120,Super ,30,250,210,1
20212,12/21/2019,101-TEGCCABCCNCC,Super ,30,140,120,Super ,30,140,120,1
20213,12/21/2019,101-001,Super ,30,140,120,Ultra ,100,140,320,2
20214,12/21/2019,WSFAL0503003,Super ,30,140,120,Super ,30,250,210,2
20215,12/19/2019,TDOLU14021,Super ,30,140,120,Super ,30,600,500,1
20216,12/19/2019,ASFCA0303002,Super ,30,250,210,Super ,30,140,120,1
20217,12/19/2019,TEOAL05024,Super ,30,140,120,Mega ,70,250,310,1
20218,12/19/2019,TDOBE09011,Super ,30,140,120,Super ,30,250,210,2
20219,12/19/2019,101-TEGCCABCCNCC,Super ,30,140,120,Super ,30,30,75,74
20220,12/19/2019,TEOSH07044,Super ,30,140,120,Super ,30,250,210,3
20221,12/19/2019,TEOQE14012,Super ,30,140,120,Super ,30,250,210,3
20222,12/19/2019,TEOGH08012,Super ,30,140,120,Super ,30,250,210,2
20223,12/19/2019,TEODK07015,Super ,30,140,120,Super ,30,250,210,4
20224,12/19/2019,TEOQU08031,Super ,30,250,210,Super ,30,140,120,1
20225,12/19/2019,FSFSH0703004,Super ,30,250,210,Super ,30,140,120,2
20226,12/22/2019,TREX00085,Super ,30,140,120,Super ,30,250,210,1
20227,12/22/2019,TEOGI04017,Super ,30,140,120,Super ,30,250,210,12
20228,12/22/2019,TEORS11036,Mega ,70,140,220,Super ,30,250,210,1
20229,12/22/2019,101-001,Super ,30,140,120,Super ,30,250,210,5
20230,12/22/2019,TRDSL00157,Super ,30,140,120,Super ,30,250,210,1
20231,12/22/2019,TEOGI04043,Super ,30,140,120,Super ,30,250,210,2
20232,12/22/2019,TEOSH07034,Super ,30,250,210,Super ,30,140,120,1
20233,12/22/2019,TEODK07025,Super ,30,140,120,Super ,30,250,210,1
20234,12/18/2019,TEOMA06031,Super ,30,250,210,Super ,30,140,120,1
20235,12/18/2019,TEEAL07011,Super ,30,140,120,Super ,30,250,210,7
20236,12/18/2019,TEOSS11024,Super ,30,250,210,Super ,30,600,500,1
20237,12/18/2019,101-001,Mega ,70,250,310,Super ,30,250,210,3
20238,12/18/2019,ANFAL0501001,Super ,30,140,120,Super ,30,250,210,1
20239,12/18/2019,101-001,Ultra ,100,250,410,Ultra ,100,600,700,1
20240,12/18/2019,TEOAT13016,Super ,30,140,120,Super ,30,250,210,1
20241,12/20/2019,TDOCA01011,Super ,30,250,210,Super ,30,600,500,1
20242,12/20/2019,TDOCA04011,Super ,30,250,210,Super ,30,250,210,1
20243,12/20/2019,101-001,Super ,30,250,210,Super ,30,600,500,2
20244,12/20/2019,TREX00007,Super ,30,140,120,Super ,30,250,210,1
20245,12/20/2019,TREX00026,Super ,30,140,120,Super ,30,250,210,1
20246,12/14/2019,101-001,Ultra ,100,600,700,Super ,30,600,500,1
20247,12/14/2019,TEOQE14011,Super ,30,140,120,Super ,30,250,210,1
20248,12/14/2019,WSFBE0901007,Super ,30,140,120,Super ,30,250,210,1
20249,12/14/2019,TEOFA12021,Super ,30,140,120,Super ,30,250,210,1
20250,12/14/2019,TEODK07024,Super ,30,140,120,Super ,30,250,210,2
20251,12/14/2019,TEOBE09028,Super ,30,140,120,Super ,30,250,210,1
20252,12/22/2019,TEOFA12021,Super ,30,250,210,Super ,30,140,120,1
20253,12/22/2019,101-TEGCCABCCNCC,Super ,30,600,500,Super ,30,140,120,2
20254,12/22/2019,TRMF00062,Super ,30,140,120,Super ,30,250,210,1
20255,12/22/2019,TREX00039,Super ,30,140,120,Super ,30,250,210,1
20256,12/22/2019,KHFCA0202001,Super ,30,250,210,Super ,30,140,120,1
20257,12/22/2019,101-TEGCCABCRCRM,Super ,30,140,120,Super ,30,30,75,22
20258,12/22/2019,ARF0201001,Super ,30,140,120,Super ,30,250,210,2
20259,12/18/2019,TEOGI040110,Super ,30,140,120,Super ,30,250,210,1
20260,12/18/2019,101-001,Mega ,70,250,310,Super ,30,600,500,1
20261,12/18/2019,TEOBE09026,Super ,30,250,210,Super ,30,600,500,1
20262,12/18/2019,TEOCA01012,Super ,30,140,120,Super ,30,250,210,1
20263,12/18/2019,TEOSH07045,Super ,30,250,210,Super ,30,140,120,1
20264,12/18/2019,TREX00149,Super ,30,250,210,Super ,30,140,120,1
20265,12/18/2019,ASFGI0402001,Super ,30,140,120,Super ,30,250,210,1
20266,12/18/2019,101-TEGCCABCCNCC,Ultra ,100,600,700,Super ,30,600,500,2
20267,12/20/2019,101-001,Super ,30,140,120,Super ,30,140,120,20
20268,12/20/2019,TEEAL07011,Super ,30,140,120,Super ,30,250,210,2
20269,12/20/2019,101-TEGCCABCCNCC,Super ,30,140,120,Super ,30,140,120,18
20270,12/20/2019,TDOCA01011,Super ,30,140,120,Super ,30,250,210,1
20271,12/20/2019,TRMF00035,Super ,30,600,500,Super ,30,140,120,1
20272,12/20/2019,TEECA01021,Super ,30,140,120,Super ,30,250,210,2
20273,12/20/2019,TEOCA01017,Mega ,70,250,310,Ultra ,100,600,700,1
20274,12/19/2019,TEOKS09035,Super ,30,250,210,Super ,30,600,500,1
20275,12/19/2019,FIFSH0703001,Super ,30,140,120,Super ,30,250,210,1
20276,12/19/2019,TDOGI04043,Ultra ,100,250,410,Super ,30,600,500,1
20277,12/19/2019,TEOKS09036,Super ,30,600,500,Super ,30,250,210,1
20278,12/19/2019,TDOCA02011,Super ,30,140,120,Super ,30,600,500,1
20279,12/19/2019,TREX00124,Super ,30,140,120,Super ,30,250,210,1
20280,12/19/2019,TEOKS09032,Super ,30,140,120,Super ,30,250,210,1
20281,12/22/2019,TEOCA02021,Super ,30,250,210,Super ,30,140,120,1
20282,12/22/2019,ASFAL0601001,Super ,30,140,120,Super ,30,250,210,2
20283,12/22/2019,TEOAT13011,Mega ,70,140,220,Super ,30,250,210,1
20284,12/22/2019,TKA00001.07,Super ,30,140,120,Super ,30,250,210,1
20285,12/22/2019,TEOQU03014,Super ,30,140,120,Super ,30,250,210,1
20286,12/18/2019,TRMF00056,Super ,30,250,210,Super ,30,600,500,1
20287,12/18/2019,TEOMO08026,Super ,30,140,120,Super ,30,250,210,1
20288,12/18/2019,TEOCA03031,Super ,30,140,120,Super ,30,250,210,2
20289,12/18/2019,101-TEGCCADSD,Super ,30,250,210,Super ,30,140,120,2
20290,12/18/2019,DSFQU0301003,Super ,30,140,120,Super ,30,250,210,1
20291,12/20/2019,TEOAS14034,Super ,30,140,120,Super ,30,250,210,1
20292,12/20/2019,ASFQU0301002,Super ,30,140,120,Super ,30,250,210,1
20293,12/20/2019,101-001,Mega ,70,140,220,Ultra ,100,140,320,1
20294,12/20/2019,TEOLU14021,Super ,30,140,120,Super ,30,250,210,1
20295,12/20/2019,TEOGI040410,Super ,30,250,210,Super ,30,140,120,2
20296,12/20/2019,CPFMO0803002,Super ,30,140,120,Super ,30,250,210,1
20297,12/19/2019,TEOCA01023,Super ,30,140,120,Super ,30,250,210,1
20298,12/19/2019,TEOIS10013,Super ,30,140,120,Super ,30,250,210,3
20299,12/19/2019,TEOCA01024,Super ,30,140,120,Super ,30,250,210,1
20300,12/19/2019,TEOCA03032,Super ,30,140,120,Super ,30,250,210,2
20301,12/22/2019,TEOCA03022,Super ,30,140,120,Super ,30,250,210,1
20302,12/22/2019,TEOCA03023,Mega ,70,140,220,Super ,30,250,210,1
20303,12/22/2019,TEOSO13024,Super ,30,140,120,Super ,30,250,210,1
20304,12/23/2019,TEOAT13017,Super ,30,140,120,Super ,30,250,210,2
20305,12/23/2019,,Super ,30,140,120,Super ,30,250,210,6
20306,12/23/2019,TEOCA02032,Super ,30,140,120,Super ,30,250,210,2
20307,12/23/2019,TEOCA02013,Super ,30,140,120,Super ,30,250,210,1
20308,12/18/2019,TREX00044,Super ,30,250,210,Super ,30,600,500,2
20309,12/18/2019,101-001,Super ,30,250,210,Ultra ,100,250,410,1
20310,12/18/2019,TEOSH07033,Super ,30,250,210,Super ,30,140,120,2
20311,12/18/2019,TRSEX00004,Super ,30,600,500,Super ,30,250,210,1
20312,12/18/2019,TEOGH08016,Super ,30,140,120,Super ,30,250,210,2
20313,12/18/2019,ASFGI0401001,Super ,30,140,120,Super ,30,250,210,1
20314,12/18/2019,TEOAS14031,Super ,30,250,210,Super ,30,140,120,1
20315,12/18/2019,TRDSL00099,Super ,30,140,120,Super ,30,250,210,1
20316,12/18/2019,TEOPS10024,Super ,30,140,120,Super ,30,250,210,1
20317,12/20/2019,TEOGI04041,Mega ,70,250,310,Super ,30,250,210,1
20318,12/20/2019,TRMF00057,Super ,30,140,120,Super ,30,250,210,2
20319,12/20/2019,TEOBE09022,Super ,30,140,120,Super ,30,250,210,1
20320,12/20/2019,101-TEGCCADSD,Super ,30,250,210,Super ,30,140,120,4
20321,12/20/2019,Btech001,Super ,30,140,120,Super ,30,250,210,2
20322,12/19/2019,TEOAT13013,Super ,30,140,120,Super ,30,250,210,3
20323,12/19/2019,101-001,Super ,30,600,500,Super ,30,600,500,3
20324,12/19/2019,TDOAL07031,Super ,30,140,120,Super ,30,140,120,1
20325,12/19/2019,TEOCA01026,Super ,30,140,120,Super ,30,250,210,2
20326,12/19/2019,TEOKS090316,Super ,30,140,120,Super ,30,250,210,1
20327,12/19/2019,TEOSO13029,Super ,30,250,210,Super ,30,140,120,2
20328,12/19/2019,TDOCA03031,Super ,30,600,500,Mega ,70,250,310,1
20329,12/19/2019,TEOAL05024,Super ,30,250,210,Super ,30,140,120,1
20330,12/19/2019,TDOCA01011,Ultra ,100,140,320,Ultra ,100,250,410,1
20331,12/19/2019,101-TEGCCABCCNCC,Super ,30,600,500,Mega ,70,250,310,1
20332,12/19/2019,TEOME12031,Super ,30,140,120,Super ,30,250,210,1
20333,12/23/2019,TEVGI04041,Super ,30,140,120,Super ,30,250,210,1
20334,12/23/2019,DEFDO0705001,Super ,30,140,120,Super ,30,250,210,1
20335,12/23/2019,TREX00053,Super ,30,140,120,Super ,30,250,210,3
20336,12/23/2019,TEOCA01021,Super ,30,140,120,Super ,30,250,210,1
20337,12/23/2019,ARFGI0403001,Super ,30,250,210,Super ,30,600,500,1
20338,12/23/2019,101-001,Mega ,70,140,220,Mega ,70,250,310,1
20339,12/23/2019,TREX00104,Super ,30,140,120,Super ,30,250,210,2
20340,12/23/2019,TDOAL07021,Mega ,70,140,220,Super ,30,250,210,1
20341,12/23/2019,TEOFA12027,Super ,30,250,210,Super ,30,140,120,1
20342,12/23/2019,TREX00040,Super ,30,140,120,Super ,30,250,210,1
20343,12/18/2019,TRDSL00093,Super ,30,140,120,Super ,30,250,210,1
20344,12/18/2019,TEOBE09022,Super ,30,140,120,Super ,30,250,210,1
20345,12/18/2019,TEOCA03027,Super ,30,250,210,Super ,30,140,120,1
20346,12/18/2019,ASFGI0403005,Super ,30,140,120,Super ,30,250,210,1
20347,12/18/2019,TDODK07012,Super ,30,250,210,Super ,30,140,120,1
20348,12/18/2019,,Super ,30,140,120,Super ,30,250,210,1
20349,12/18/2019,FSFSH0703001,Super ,30,140,120,Super ,30,250,210,1
20350,12/18/2019,TEOAT130113,Super ,30,250,210,Super ,30,140,120,1
20351,12/18/2019,101-TEGTKMBCS,Super ,30,140,120,Super ,30,140,120,1
20352,12/18/2019,TEOSH07032,Super ,30,250,210,Super ,30,140,120,1
20353,12/18/2019,TEOSH07038,Super ,30,250,210,Super ,30,140,120,1
20354,12/20/2019,TRMF00035,Super ,30,600,500,Super ,30,140,120,1
20355,12/20/2019,101-TEGCCADSD,Super ,30,140,120,Super ,30,100,110,11
20356,12/20/2019,TEOCA01011,Super ,30,250,210,Super ,30,600,500,1
20357,12/20/2019,TEOCA03038,Super ,30,140,120,Super ,30,250,210,1
20358,12/19/2019,FASCA0202001,Super ,30,140,120,Super ,30,250,210,1
20359,12/19/2019,TDOSH07031,Super ,30,250,210,Super ,30,140,120,1
20360,12/19/2019,101-TEGCCABCCNCC,Super ,30,600,500,Super ,30,250,210,3
20361,12/19/2019,TEOQU03011,Super ,30,140,120,Super ,30,250,210,2
20362,12/19/2019,101-TEGCCADSD,Super ,30,140,120,Super ,30,100,110,7
20363,12/23/2019,TEOBS12015,Super ,30,140,120,Super ,30,250,210,1
20364,12/23/2019,TEOGI04022,Super ,30,140,120,Super ,30,250,210,1
20365,12/23/2019,TDOCA02011,Super ,30,140,120,Mega ,70,250,310,1
20366,12/23/2019,TEOGH08015,Super ,30,140,120,Super ,30,250,210,2
20367,12/23/2019,TEOGI04043,Super ,30,100,110,Super ,30,140,120,1
20368,12/23/2019,TEEGI05011,Super ,30,140,120,Super ,30,250,210,1
20369,12/23/2019,TEOCA03023,Super ,30,140,120,Super ,30,250,210,2
20370,12/18/2019,TRMF00025,Super ,30,140,120,Super ,30,250,210,1
20371,12/18/2019,TRSEX00002,Super ,30,140,120,Super ,30,250,210,1
20372,12/18/2019,101-TEGCCABCCNCC,Super ,30,250,210,Super ,30,250,210,3
20373,12/18/2019,TEEGI06012,Super ,30,140,120,Super ,30,250,210,4
20374,12/18/2019,TEEAL07021,Super ,30,250,210,Super ,30,600,500,1
20375,12/18/2019,TEECA03022,Super ,30,250,210,Super ,30,140,120,1
20376,12/18/2019,TRMF00053,Super ,30,140,120,Super ,30,250,210,1
20377,12/18/2019,TEOGI04018,Super ,30,140,120,Super ,30,250,210,1
20378,12/18/2019,TDOGI04043,Ultra ,100,140,320,Ultra ,100,250,410,1
20379,12/18/2019,TEOGI04022,Super ,30,140,120,Super ,30,140,120,1
20380,12/23/2019,101-TEGCCADSD,Super ,30,100,110,Super ,30,140,120,1
20381,12/23/2019,TEOMO08024,Super ,30,140,120,Super ,30,250,210,1
20382,12/23/2019,TEOSU11016,Super ,30,140,120,Super ,30,250,210,1
20383,12/23/2019,TEOCA01031,Super ,30,140,120,Super ,30,250,210,3
20384,12/23/2019,TEOCA01026,Super ,30,140,120,Super ,30,250,210,1
20385,12/19/2019,TEOBE09013,Super ,30,250,210,Super ,30,140,120,1
20386,12/19/2019,TEOQU08032,Super ,30,140,120,Super ,30,600,500,1
20387,12/19/2019,TEOCA01024,Super ,30,140,120,Super ,30,250,210,2
20388,12/19/2019,TRMF00054,Super ,30,140,120,Super ,30,250,210,1
20389,12/19/2019,TEOGI04026,Super ,30,250,210,Super ,30,140,120,1
20390,12/19/2019,TEOBE09013,Super ,30,140,120,Super ,30,250,210,1
20391,12/23/2019,TEOPS10025,Super ,30,140,120,Super ,30,250,210,3
20392,12/23/2019,TEOCA02015,Super ,30,250,210,Super ,30,140,120,1
20393,12/23/2019,TEOME120310,Super ,30,140,120,Super ,30,250,210,1
20394,12/23/2019,TDOCA03022,Super ,30,250,210,Super ,30,600,500,2
20395,12/23/2019,TRMF00051,Super ,30,250,210,Super ,30,140,120,1
20396,12/23/2019,TREX00099,Super ,30,140,120,Super ,30,250,210,1
20397,12/18/2019,101-TEGCCABCRCRM,Super ,30,140,120,Super ,30,30,75,10
20398,12/18/2019,TEOSH07042,Super ,30,140,120,Super ,30,250,210,2
20399,12/18/2019,TEOGI04025,Super ,30,250,210,Super ,30,140,120,1
20400,12/22/2019,TEOAL05012,Super ,30,140,120,Super ,30,250,210,1
20401,12/22/2019,101-TEGCCABCCGCS,Super ,30,140,120,Super ,30,250,210,3
20402,12/22/2019,TEOFA12022,Super ,30,100,110,Super ,30,140,120,1
20403,12/22/2019,TEOSU11013,Super ,30,140,120,Super ,30,250,210,3
20404,12/22/2019,TRFR00013,Super ,30,140,120,Super ,30,250,210,2
20405,12/19/2019,101-TEGCCABCRCRM,Super ,30,140,120,Super ,30,30,75,18
20406,12/19/2019,TRMF00018,Super ,30,140,120,Super ,30,250,210,1
20407,12/19/2019,FCFWG1303001,Super ,30,140,120,Super ,30,250,210,1
20408,12/19/2019,TEOAL05022,Super ,30,250,210,Super ,30,140,120,1
20409,12/23/2019,TEOGI04019,Super ,30,140,120,Super ,30,250,210,1
20410,12/23/2019,TREX00025,Super ,30,140,120,Super ,30,250,210,1
20411,12/23/2019,TRDSL00099,Super ,30,140,120,Super ,30,250,210,1
20412,12/23/2019,TEOGI04011,Mega ,70,250,310,Super ,30,250,210,1
20413,12/18/2019,TDOCA03031,Super ,30,250,210,Super ,30,140,120,2
20414,12/18/2019,TEOME12031,Super ,30,250,210,Super ,30,140,120,1
20415,12/18/2019,TEONS10033,Super ,30,140,120,Super ,30,250,210,1
20416,12/18/2019,TREX00074,Super ,30,140,120,Super ,30,250,210,1
20417,12/18/2019,TEORS11033,Super ,30,140,120,Super ,30,250,210,1
20418,12/18/2019,TEOAS14031,Super ,30,140,120,Super ,30,250,210,3
20419,12/18/2019,TREX00069,Super ,30,140,120,Super ,30,250,210,1
20420,12/18/2019,TEOSO130213,Super ,30,250,210,Super ,30,140,120,2
20421,12/22/2019,TREX00132,Super ,30,140,120,Super ,30,250,210,1
20422,12/22/2019,TEOBE09023,Super ,30,250,210,Super ,30,140,120,1
20423,12/22/2019,TRMF00026,Super ,30,140,120,Super ,30,250,210,1
20424,12/22/2019,TEOSO13027,Super ,30,250,210,Super ,30,600,500,1
20425,12/22/2019,TEOBS12015,Super ,30,140,120,Super ,30,250,210,2
20426,12/22/2019,TEOCA01011,Mega ,70,140,220,Mega ,70,250,310,2
20427,12/22/2019,TEODO07054,Super ,30,140,120,Super ,30,250,210,7
20428,12/22/2019,101-001,Super ,30,140,120,Super ,30,140,120,9
20429,12/22/2019,TEOSU110111,Super ,30,250,210,Super ,30,140,120,1
20430,12/22/2019,TEOCA01023,Super ,30,140,120,Super ,30,250,210,1
20431,12/19/2019,TRFR00004,Super ,30,140,120,Super ,30,250,210,1
20432,12/19/2019,TEOFA12022,Super ,30,140,120,Super ,30,250,210,2
20433,12/19/2019,ASFCA0203003,Super ,30,140,120,Super ,30,250,210,2
20434,12/19/2019,TEOGH080120,Super ,30,140,120,Super ,30,250,210,1
20435,12/19/2019,TRMF00018,Super ,30,140,120,Super ,30,250,210,1
20436,12/19/2019,TEOCA01031,Super ,30,250,210,Super ,30,600,500,1
20437,12/23/2019,TEOKS09032,Super ,30,140,120,Super ,30,250,210,3
20438,12/23/2019,KHFDK0701001,Super ,30,140,120,Super ,30,250,210,1
20439,12/23/2019,ARFDK0701001,Super ,30,250,210,Super ,30,140,120,2
20440,12/23/2019,TRMF00026,Super ,30,140,120,Super ,30,250,210,1
20441,12/23/2019,Btech007,Super ,30,140,120,Super ,30,250,210,3
20442,12/23/2019,TEOBE09028,Super ,30,140,120,Super ,30,250,210,1
20443,12/23/2019,TEOAT13014,Super ,30,140,120,Super ,30,250,210,1
20444,12/23/2019,TEOBE09024,Super ,30,140,120,Super ,30,250,210,1
20445,12/23/2019,TKA00001.88,Super ,30,140,120,Super ,30,250,210,1
20446,12/23/2019,TEECA02022,Super ,30,140,120,Super ,30,250,210,6
20447,12/18/2019,DNFGH0801005,Super ,30,250,210,Super ,30,140,120,1
20448,12/18/2019,TEOGH08012,Super ,30,140,120,Super ,30,250,210,4
20449,12/18/2019,TRDSL00172,Super ,30,140,120,Super ,30,250,210,1
20450,12/22/2019,TDOCA04011,Super ,30,140,120,Super ,30,250,210,1
20451,12/22/2019,101-TEGCCADSD,Super ,30,140,120,Super ,30,140,120,3
20452,12/22/2019,DSFQU0103001,Super ,30,140,120,Super ,30,250,210,3
20453,12/22/2019,TEOPS10021,Super ,30,140,120,Super ,30,250,210,6
20454,12/22/2019,101-001,Super ,30,140,120,Super ,30,250,210,3
20455,12/22/2019,TEOBE09025,Super ,30,140,120,Super ,30,250,210,2
20456,12/22/2019,TDOCA02011,Super ,30,250,210,Super ,30,600,500,2
20457,12/22/2019,TDOLU14021,Super ,30,140,120,Super ,30,250,210,3
20458,12/22/2019,101-TEGCCABCCVVS,Super ,30,250,210,Super ,30,140,120,3
20459,12/22/2019,TEOQE14018,Super ,30,140,120,Super ,30,250,210,1
20460,12/19/2019,TEOGI04025,Super ,30,140,120,Super ,30,250,210,3
20461,12/19/2019,TEOCA03014,Super ,30,140,120,Super ,30,250,210,1
20462,12/19/2019,101-TEGCCABCCNCC,Super ,30,250,210,Super ,30,140,120,3
20463,12/19/2019,TRDSL00260,Super ,30,250,210,Super ,30,600,500,1
20464,12/19/2019,101-TEGCCABCCVVS,Mega ,70,140,220,Super ,30,250,210,3
20465,12/19/2019,DEFPS1002001,Super ,30,250,210,Super ,30,140,120,1
20466,12/19/2019,TEOCA02011,Super ,30,140,120,Super ,30,250,210,1
20467,12/19/2019,TDOSH07031,Mega ,70,250,310,Super ,30,140,120,1
20468,12/19/2019,TEORS11031,Super ,30,250,210,Super ,30,600,500,1
20469,12/19/2019,ASFAL0601001,Super ,30,140,120,Super ,30,250,210,1
20470,12/19/2019,101-001,Super ,30,250,210,Super ,30,600,500,1
20471,12/23/2019,TDOSH07031,Super ,30,250,210,Super ,30,140,120,1
20472,12/23/2019,101-TEGCCABCCXTA,Super ,30,140,120,Super ,30,250,210,10
20473,12/18/2019,TEOPS10021,Super ,30,250,210,Super ,30,140,120,1
20474,12/18/2019,TREX00044,Super ,30,140,120,Super ,30,250,210,1
20475,12/18/2019,TEOCA02011,Super ,30,250,210,Super ,30,140,120,1
20476,12/18/2019,TEOCA01017,Super ,30,600,500,Super ,30,250,210,1
20477,12/18/2019,TDOGI04044,Super ,30,140,120,Super ,30,250,210,1
20478,12/18/2019,TRSEX00016,Super ,30,140,120,Super ,30,250,210,1
20479,12/22/2019,TEOGH08017,Super ,30,140,120,Super ,30,250,210,1
20480,12/22/2019,IHFGH0801002,Super ,30,140,120,Super ,30,250,210,2
20481,12/22/2019,TEOQU08031,Super ,30,140,120,Super ,30,250,210,6
20482,12/22/2019,TEOSH070310,Super ,30,250,210,Super ,30,140,120,1
20483,12/19/2019,TEOSU11016,Super ,30,600,500,Super ,30,140,120,1
20484,12/19/2019,TDOAL07021,Mega ,70,250,310,Ultra ,100,600,700,1
20485,12/19/2019,101-TEGTKMBCS,Mega ,70,250,310,Super ,30,140,120,1
20486,12/22/2019,FIFGI0403001,Super ,30,250,210,Super ,30,600,500,1
20487,12/22/2019,TRMF00022,Super ,30,140,120,Super ,30,250,210,1
20488,12/22/2019,DSFQU0103002,Super ,30,250,210,Super ,30,140,120,1
20489,12/22/2019,TREX00177,Super ,30,140,120,Super ,30,250,210,1
20490,12/23/2019,TEOSO13022,Super ,30,250,210,Super ,30,140,120,1
20491,12/23/2019,TDOCA02031,Super ,30,250,210,Mega ,70,250,310,1
20492,12/23/2019,TDOAL07021,Super ,30,140,120,Super ,30,250,210,2
20493,12/23/2019,TREX00186,Super ,30,140,120,Super ,30,250,210,1
20494,12/23/2019,DSFQU0103001,Super ,30,250,210,Super ,30,600,500,1
20495,12/23/2019,FCFKGI04011,Super ,30,140,120,Super ,30,250,210,1
20496,12/18/2019,101-TEGCCADSD,Super ,30,140,120,Super ,30,140,120,1
20497,12/18/2019,TEOGI04017,Super ,30,250,210,Super ,30,600,500,3
20498,12/18/2019,TEOCA01015,Super ,30,250,210,Mega ,70,250,310,1
20499,12/18/2019,TDOCA01011,Super ,30,250,210,Mega ,70,250,310,1
20500,12/18/2019,TEOQU08031,Super ,30,250,210,Super ,30,140,120,2
20501,12/18/2019,TDOGI04043,Super ,30,140,120,Super ,30,250,210,1
20502,12/18/2019,TEOCA03027,Mega ,70,250,310,Super ,30,250,210,1
20503,12/18/2019,TRFR00011,Super ,30,600,500,Super ,30,250,210,1
20504,12/18/2019,TEODK07023,Super ,30,600,500,Super ,30,250,210,1
20505,12/18/2019,TEOAT13013,Super ,30,250,210,Super ,30,600,500,2
20506,12/18/2019,TRDSL00214,Super ,30,140,120,Super ,30,250,210,1
20507,12/22/2019,101-TEGCCADSD,Super ,30,140,120,Super ,30,30,75,2
20508,12/22/2019,TDOCA01011,Super ,30,600,500,Super ,30,250,210,1
20509,12/22/2019,TEORS11036,Super ,30,140,120,Super ,30,250,210,1
20510,12/22/2019,TEOCA03032,Super ,30,140,120,Super ,30,250,210,1
20511,12/22/2019,TREX00093,Super ,30,140,120,Super ,30,250,210,1
20512,12/22/2019,TRMF00038,Super ,30,140,120,Super ,30,250,210,1
20513,12/22/2019,TDORS11033,Super ,30,250,210,Super ,30,600,500,1
20514,12/22/2019,WSFBE0901005,Super ,30,140,120,Super ,30,250,210,1
20515,12/22/2019,TEOQE14012,Super ,30,250,210,Super ,30,140,120,1
20516,12/22/2019,TEOGI04017,Mega ,70,250,310,Super ,30,250,210,1
20517,12/22/2019,TKA00001.02,Super ,30,140,120,Super ,30,250,210,1
20518,12/22/2019,DEFCA0201002,Super ,30,140,120,Super ,30,250,210,1
20519,12/22/2019,TEONS10034,Super ,30,140,120,Super ,30,250,210,1
20520,12/22/2019,TREX00021,Super ,30,250,210,Super ,30,140,120,1
20521,12/22/2019,WHFCA0203001,Super ,30,250,210,Super ,30,140,120,1
20522,12/22/2019,TDOCA03031,Super ,30,140,120,Super ,30,250,210,1
20523,12/23/2019,TDOCA03032,Super ,30,140,120,Super ,30,250,210,2
20524,12/23/2019,TEOGI04043,Super ,30,250,210,Super ,30,140,120,1
20525,12/23/2019,TREX00136,Super ,30,250,210,Super ,30,140,120,1
20526,12/18/2019,TRFR00013,Super ,30,140,120,Super ,30,250,210,2
20527,12/18/2019,TEOPS10021,Super ,30,140,120,Super ,30,600,500,1
20528,12/18/2019,TEOAL05016,Super ,30,250,210,Super ,30,600,500,3
20529,12/18/2019,FIFLU1402001,Super ,30,140,120,Super ,30,250,210,1
