101-TEGCCABCCNCC,Super ,30,250,210,Super ,30,600,500,3
TEOAT13013,Super ,30,250,210,Mega ,70,250,310,1
TDOAL07021,Super ,30,140,120,Super ,30,250,210,1
TEOSH07042,Super ,30,140,120,Super ,30,250,210,2
TEOCA01016,Ultra ,100,140,320,Ultra ,100,250,410,1
TEOCA01026,Super ,30,250,210,Mega ,70,250,310,1
TEORS11033,Super ,30,140,120,Super ,30,250,210,3
TEOCA01011,Mega ,70,140,220,Mega ,70,250,310,1
FIFGI0403001,Super ,30,140,120,Super ,30,250,210,2
TEOQE14011,Super ,30,140,120,Super ,30,250,210,2
TEOCA030215,Super ,30,140,120,Super ,30,250,210,1
FTFKS0903002,Super ,30,140,120,Super ,30,250,210,1
TRMF00053,Super ,30,140,120,Super ,30,250,210,1
TREX00025,Super ,30,140,120,Super ,30,250,210,2
101-TEGCCABCCNCC,Super ,30,250,210,Super ,30,600,500,25
101-TEGCCABCCNCC,Super ,30,140,120,Mega ,70,140,220,1
TDOCA02011,Super ,30,250,210,Super ,30,600,500,1
101-001,Super ,30,250,210,Super ,30,600,500,14
101-001,Super ,30,250,210,Super ,30,600,500,1
TREX00064,Super ,30,140,120,Super ,30,250,210,1
TEOCA01014,Mega ,70,250,310,Ultra ,100,250,410,1
TEOGH08015,Super ,30,140,120,Super ,30,250,210,2
TEOGI040411,Super ,30,140,120,Super ,30,250,210,1
TDOCA02011,Super ,30,140,120,Super ,30,250,210,8
TEOME12034,Super ,30,140,120,Super ,30,250,210,1
TEOCA03035,Super ,30,140,120,Super ,30,250,210,1
TEOGI04022,Super ,30,140,120,Super ,30,250,210,3
TEEGI05011,Super ,30,140,120,Super ,30,250,210,12
TEEAL07023,Super ,30,140,120,Super ,30,250,210,2
TRFR00012,Super ,30,140,120,Super ,30,250,210,1
TEOQE14012,Super ,30,250,210,Super ,30,600,500,1
TEECA01021,Super ,30,140,120,Super ,30,250,210,2
TEOCA01026,Super ,30,140,120,Super ,30,250,210,4
TEOSS11023,Super ,30,140,120,Super ,30,250,210,1
TEOBE09026,Super ,30,250,210,Super ,30,600,500,1
TEOAL05017,Super ,30,140,120,Super ,30,250,210,1
TEOQU08031,Super ,30,140,120,Super ,30,250,210,6
FSFSH0703004,Super ,30,140,120,Super ,30,250,210,1
TEOCA03032,Super ,30,140,120,Super ,30,250,210,3
TEOMA06031,Super ,30,140,120,Super ,30,250,210,2
TEOCA03021,Super ,30,250,210,Super ,30,600,500,1
ANFAL0503003,Super ,30,140,120,Super ,30,250,210,1
FSFSH0703003,Super ,30,140,120,Super ,30,250,210,1
Btech001,Super ,30,140,120,Super ,30,250,210,1
DEFCA0201001,Super ,30,140,120,Super ,30,250,210,1
TEOCA03025,Super ,30,140,120,Super ,30,250,210,1
TEODK07021,Super ,30,140,120,Super ,30,250,210,1
TEECA01021,Super ,30,250,210,Super ,30,600,500,1
101-001,Mega ,70,140,220,Mega ,70,250,310,4
FIFGI0403001,Super ,30,140,120,Super ,30,250,210,1
TREX00007,Super ,30,140,120,Super ,30,250,210,1
TEECA02021,Super ,30,140,120,Super ,30,250,210,3
TEOCA01011,Super ,30,250,210,Ultra ,100,250,410,1
101-TEGCCABCCNCC,Super ,30,140,120,Super ,30,250,210,3
TRDSL00453,Super ,30,140,120,Super ,30,250,210,1
TEOIS10017,Super ,30,250,210,Super ,30,600,500,1
TEOSS11028,Super ,30,140,120,Super ,30,250,210,1
TREX00087,Super ,30,140,120,Super ,30,250,210,1
TDPCA03022,Super ,30,140,120,Super ,30,250,210,1
Btech007,Super ,30,250,210,Super ,30,600,500,1
TEEAL07022,Super ,30,140,120,Super ,30,250,210,1
TEODK07021,Super ,30,140,120,Super ,30,250,210,1
TEOGI04042,Super ,30,140,120,Super ,30,250,210,1
